date	id_county	county	id_state	state	size	population	density	demography_1	no_cases	cases_m	cases_w	A00-A04	A05-A14	A15-A34	A35-A59	A60-A79	A80+	no_infected	no_deceased
2020-03-18	9771	LK Aichach-Friedberg	9.0	Bayern	780.25	132596.0	169.94040371675746	0.2	4	0	0	0	0	0	4	0	0	4	0
2020-03-19	9771	LK Aichach-Friedberg	9.0	Bayern	780.25	132596.0	169.94040371675746	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-11	9772	LK Augsburg	9.0	Bayern	1070.61	249838.0	233.3604206947441	0.2	16	10	0	0	1	1	10	4	0	16	0
2020-03-12	9772	LK Augsburg	9.0	Bayern	1070.61	249838.0	233.3604206947441	0.2	1	0	0	0	0	0	1	0	0	1	0
2020-03-13	9772	LK Augsburg	9.0	Bayern	1070.61	249838.0	233.3604206947441	0.2	10	6	0	0	0	3	5	0	0	10	0
2020-03-17	9772	LK Augsburg	9.0	Bayern	1070.61	249838.0	233.3604206947441	0.2	3	3	0	0	0	1	1	1	0	3	0
2020-03-18	9772	LK Augsburg	9.0	Bayern	1070.61	249838.0	233.3604206947441	0.2	11	8	0	0	2	0	7	2	0	11	0
2020-03-19	9772	LK Augsburg	9.0	Bayern	1070.61	249838.0	233.3604206947441	0.2	6	3	0	0	0	1	3	2	0	6	0
2020-03-18	9773	LK Dillingen a.d.Donau	9.0	Bayern	792.2399999999999	95159.0	120.11385438755934	0.2	1	0	0	0	0	0	1	0	0	1	0
2020-03-19	9773	LK Dillingen a.d.Donau	9.0	Bayern	792.2399999999999	95159.0	120.11385438755934	0.2	5	3	0	0	0	1	3	0	0	5	0
2020-03-13	9774	LK Günzburg	9.0	Bayern	762.41	124519.0	163.3228840125392	0.19	1	1	0	0	0	0	1	0	0	1	0
2020-03-14	9774	LK Günzburg	9.0	Bayern	762.41	124519.0	163.3228840125392	0.19	1	1	0	0	0	0	1	0	0	1	0
2020-03-17	9774	LK Günzburg	9.0	Bayern	762.41	124519.0	163.3228840125392	0.19	1	0	0	0	0	0	0	0	1	1	0
2020-03-19	9774	LK Günzburg	9.0	Bayern	762.41	124519.0	163.3228840125392	0.19	9	5	0	2	0	1	2	2	0	9	0
2020-03-05	9775	LK Neu-Ulm	9.0	Bayern	515.85	172546.0	334.4887079577396	0.2	2	1	0	0	0	0	2	0	0	2	0
2020-03-11	9775	LK Neu-Ulm	9.0	Bayern	515.85	172546.0	334.4887079577396	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-13	9775	LK Neu-Ulm	9.0	Bayern	515.85	172546.0	334.4887079577396	0.2	6	5	0	0	0	0	2	2	2	5	1
2020-03-14	9775	LK Neu-Ulm	9.0	Bayern	515.85	172546.0	334.4887079577396	0.2	2	1	0	0	1	1	0	0	0	2	0
2020-03-16	9775	LK Neu-Ulm	9.0	Bayern	515.85	172546.0	334.4887079577396	0.2	1	0	0	0	0	0	0	1	0	1	0
2020-03-17	9775	LK Neu-Ulm	9.0	Bayern	515.85	172546.0	334.4887079577396	0.2	6	3	0	0	0	3	2	1	0	6	0
2020-03-18	9775	LK Neu-Ulm	9.0	Bayern	515.85	172546.0	334.4887079577396	0.2	2	2	0	0	0	0	2	0	0	2	0
2020-03-19	9775	LK Neu-Ulm	9.0	Bayern	515.85	172546.0	334.4887079577396	0.2	9	5	0	0	0	1	6	1	1	9	0
2020-03-20	9775	LK Neu-Ulm	9.0	Bayern	515.85	172546.0	334.4887079577396	0.2	1	1	0	0	0	0	0	1	0	1	0
2020-03-09	9776	LK Lindau	9.0	Bayern	323.39	81148.0	250.9292185905563	0.23	5	2	0	0	0	2	3	0	0	5	0
2020-03-10	9776	LK Lindau	9.0	Bayern	323.39	81148.0	250.9292185905563	0.23	1	0	0	0	0	1	0	0	0	1	0
2020-03-12	9776	LK Lindau	9.0	Bayern	323.39	81148.0	250.9292185905563	0.23	2	1	0	0	1	0	0	1	0	2	0
2020-03-13	9776	LK Lindau	9.0	Bayern	323.39	81148.0	250.9292185905563	0.23	4	3	0	0	0	2	1	1	0	4	0
2020-03-15	9776	LK Lindau	9.0	Bayern	323.39	81148.0	250.9292185905563	0.23	7	4	0	0	0	1	3	3	0	7	0
2020-03-17	9776	LK Lindau	9.0	Bayern	323.39	81148.0	250.9292185905563	0.23	2	2	0	0	0	2	0	0	0	2	0
2020-03-18	9776	LK Lindau	9.0	Bayern	323.39	81148.0	250.9292185905563	0.23	2	1	0	0	0	0	2	0	0	2	0
2020-03-19	9776	LK Lindau	9.0	Bayern	323.39	81148.0	250.9292185905563	0.23	11	7	0	0	0	2	8	1	0	11	0
2020-02-29	9777	LK Ostallgäu	9.0	Bayern	1394.4600000000007	139278.0	99.87952325631426	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-06	9777	LK Ostallgäu	9.0	Bayern	1394.4600000000007	139278.0	99.87952325631426	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-08	9777	LK Ostallgäu	9.0	Bayern	1394.4600000000007	139278.0	99.87952325631426	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-11	9777	LK Ostallgäu	9.0	Bayern	1394.4600000000007	139278.0	99.87952325631426	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-12	9777	LK Ostallgäu	9.0	Bayern	1394.4600000000007	139278.0	99.87952325631426	0.21	1	1	0	0	0	1	0	0	0	1	0
2020-03-11	9778	LK Unterallgäu	9.0	Bayern	1229.58	142544.0	115.92901641210821	0.21	3	3	0	0	0	0	2	1	0	3	0
2020-03-12	9778	LK Unterallgäu	9.0	Bayern	1229.58	142544.0	115.92901641210821	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-13	9778	LK Unterallgäu	9.0	Bayern	1229.58	142544.0	115.92901641210821	0.21	5	1	0	0	1	2	2	0	0	5	0
2020-03-14	9778	LK Unterallgäu	9.0	Bayern	1229.58	142544.0	115.92901641210821	0.21	5	1	0	0	0	1	2	2	0	5	0
2020-03-15	9778	LK Unterallgäu	9.0	Bayern	1229.58	142544.0	115.92901641210821	0.21	3	2	0	0	0	2	1	0	0	3	0
2020-03-16	9778	LK Unterallgäu	9.0	Bayern	1229.58	142544.0	115.92901641210821	0.21	2	2	0	0	0	0	1	1	0	2	0
2020-03-19	9778	LK Unterallgäu	9.0	Bayern	1229.58	142544.0	115.92901641210821	0.21	2	0	0	0	0	1	0	1	0	2	0
2020-03-20	9778	LK Unterallgäu	9.0	Bayern	1229.58	142544.0	115.92901641210821	0.21	1	0	0	0	0	0	1	0	0	1	0
2020-03-09	9779	LK Donau-Ries	9.0	Bayern	1274.56	133043.0	104.38347351242784	0.2	1	0	0	0	0	0	1	0	0	1	0
2020-03-10	9779	LK Donau-Ries	9.0	Bayern	1274.56	133043.0	104.38347351242784	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-16	9779	LK Donau-Ries	9.0	Bayern	1274.56	133043.0	104.38347351242784	0.2	6	3	0	0	0	1	4	1	0	6	0
2020-03-18	9779	LK Donau-Ries	9.0	Bayern	1274.56	133043.0	104.38347351242784	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-19	9779	LK Donau-Ries	9.0	Bayern	1274.56	133043.0	104.38347351242784	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-05	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	1	0	0	0	0	0	1	0	0	1	0
2020-03-06	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	1	1	0	0	0	0	1	0	0	1	0
2020-03-09	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	5	3	0	0	0	2	3	0	0	5	0
2020-03-12	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	6	4	0	0	0	1	5	0	0	6	0
2020-03-13	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	2	1	0	0	0	1	1	0	0	2	0
2020-03-14	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	9	5	0	0	0	2	5	2	0	9	0
2020-03-15	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	4	1	0	0	0	0	1	1	2	3	1
2020-03-16	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	6	3	0	0	0	2	3	1	0	6	0
2020-03-17	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	2	2	0	0	0	0	2	0	0	2	0
2020-03-18	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	6	2	0	0	0	1	2	3	0	5	1
2020-03-19	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	7	4	0	0	0	0	6	1	0	7	0
2020-03-20	9780	LK Oberallgäu	9.0	Bayern	1527.98	154568.0	101.15839212555142	0.23	5	3	0	0	0	0	4	1	0	5	0
2020-03-09	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	1	0	0	0	0	0	0	1	0	1	0
2020-03-11	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	7	7	0	0	0	1	5	1	0	7	0
2020-03-12	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	2	1	0	0	0	0	2	0	0	2	0
2020-03-13	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	3	1	0	0	0	0	2	1	0	3	0
2020-03-14	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	8	2	0	0	0	5	3	0	0	8	0
2020-03-15	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	5	2	0	0	0	3	2	0	0	5	0
2020-03-16	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	9	4	0	0	0	2	4	3	0	9	0
2020-03-17	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	1	0	0	0	0	1	0	0	0	1	0
2020-03-18	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	14	7	0	0	0	4	7	2	1	14	0
2020-03-19	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	16	6	0	0	1	4	10	1	0	16	0
2020-03-20	10041	LK Stadtverband Saarbrücken	10.0	Saarland	410.94999999999993	330150.0	803.3824066188103	0.23	14	9	0	0	0	6	6	2	0	14	0
2020-03-08	10042	LK Merzig-Wadern	10.0	Saarland	556.66	103656.0	186.2106133007581	0.22	1	1	0	0	0	0	1	0	0	1	0
2020-03-09	10043	LK Neunkirchen	10.0	Saarland	249.8	133297.0	533.6148919135309	0.24	1	1	0	0	0	1	0	0	0	1	0
2020-03-10	10043	LK Neunkirchen	10.0	Saarland	249.8	133297.0	533.6148919135309	0.24	1	1	0	0	0	0	1	0	0	1	0
2020-03-16	10043	LK Neunkirchen	10.0	Saarland	249.8	133297.0	533.6148919135309	0.24	4	1	0	0	0	1	2	1	0	4	0
2020-03-17	10043	LK Neunkirchen	10.0	Saarland	249.8	133297.0	533.6148919135309	0.24	10	3	0	0	0	4	6	0	0	10	0
2020-03-18	10043	LK Neunkirchen	10.0	Saarland	249.8	133297.0	533.6148919135309	0.24	3	2	0	0	0	0	3	0	0	3	0
2020-03-19	10043	LK Neunkirchen	10.0	Saarland	249.8	133297.0	533.6148919135309	0.24	3	2	0	0	0	1	1	1	0	3	0
2020-03-20	10043	LK Neunkirchen	10.0	Saarland	249.8	133297.0	533.6148919135309	0.24	3	2	0	0	0	1	1	1	0	3	0
2020-03-09	10044	LK Saarlouis	10.0	Saarland	459.35	195815.0	426.28714487863283	0.24	1	1	0	0	0	0	1	0	0	1	0
2020-03-10	10044	LK Saarlouis	10.0	Saarland	459.35	195815.0	426.28714487863283	0.24	1	0	0	0	0	0	1	0	0	1	0
2020-03-11	10044	LK Saarlouis	10.0	Saarland	459.35	195815.0	426.28714487863283	0.24	2	0	0	0	0	1	1	0	0	2	0
2020-03-13	10044	LK Saarlouis	10.0	Saarland	459.35	195815.0	426.28714487863283	0.24	4	2	0	0	0	0	3	1	0	4	0
2020-03-14	10044	LK Saarlouis	10.0	Saarland	459.35	195815.0	426.28714487863283	0.24	1	1	0	0	0	0	1	0	0	1	0
2020-03-15	10044	LK Saarlouis	10.0	Saarland	459.35	195815.0	426.28714487863283	0.24	5	4	0	1	0	0	4	0	0	5	0
2020-03-17	10044	LK Saarlouis	10.0	Saarland	459.35	195815.0	426.28714487863283	0.24	3	1	0	0	0	0	3	0	0	3	0
2020-03-18	10044	LK Saarlouis	10.0	Saarland	459.35	195815.0	426.28714487863283	0.24	5	4	0	0	1	2	2	0	0	5	0
2020-03-20	10044	LK Saarlouis	10.0	Saarland	459.35	195815.0	426.28714487863283	0.24	2	1	0	0	0	1	1	0	0	2	0
2020-03-09	10045	LK Saar-Pfalz-Kreis	10.0	Saarland	418.2799999999999	143402.0	342.83733384335864	0.25	2	2	0	0	0	1	1	0	0	2	0
2020-03-11	10045	LK Saar-Pfalz-Kreis	10.0	Saarland	418.2799999999999	143402.0	342.83733384335864	0.25	1	1	0	0	0	0	1	0	0	1	0
2020-03-13	10045	LK Saar-Pfalz-Kreis	10.0	Saarland	418.2799999999999	143402.0	342.83733384335864	0.25	2	2	0	0	0	0	1	1	0	2	0
2020-03-15	10045	LK Saar-Pfalz-Kreis	10.0	Saarland	418.2799999999999	143402.0	342.83733384335864	0.25	7	4	0	0	0	1	5	1	0	7	0
2020-03-16	10045	LK Saar-Pfalz-Kreis	10.0	Saarland	418.2799999999999	143402.0	342.83733384335864	0.25	3	2	0	0	0	2	0	1	0	3	0
2020-03-19	10045	LK Saar-Pfalz-Kreis	10.0	Saarland	418.2799999999999	143402.0	342.83733384335864	0.25	8	4	0	0	0	5	3	0	0	8	0
2020-03-20	10045	LK Saar-Pfalz-Kreis	10.0	Saarland	418.2799999999999	143402.0	342.83733384335864	0.25	5	2	0	0	0	0	5	0	0	5	0
2020-03-12	10046	LK Sankt Wendel	10.0	Saarland	476.07	87867.0	184.5673955510744	0.24	10	9	0	0	0	1	8	0	0	10	0
2020-03-13	10046	LK Sankt Wendel	10.0	Saarland	476.07	87867.0	184.5673955510744	0.24	1	1	0	0	0	0	0	1	0	1	0
2020-03-14	10046	LK Sankt Wendel	10.0	Saarland	476.07	87867.0	184.5673955510744	0.24	4	1	0	0	0	1	2	1	0	4	0
2020-03-16	10046	LK Sankt Wendel	10.0	Saarland	476.07	87867.0	184.5673955510744	0.24	1	1	0	0	0	0	0	1	0	1	0
2020-03-17	10046	LK Sankt Wendel	10.0	Saarland	476.07	87867.0	184.5673955510744	0.24	1	1	0	0	0	0	1	0	0	1	0
2020-03-18	10046	LK Sankt Wendel	10.0	Saarland	476.07	87867.0	184.5673955510744	0.24	3	1	0	0	0	1	1	1	0	3	0
2020-03-19	10046	LK Sankt Wendel	10.0	Saarland	476.07	87867.0	184.5673955510744	0.24	3	1	0	0	0	0	2	1	0	3	0
2020-03-20	10046	LK Sankt Wendel	10.0	Saarland	476.07	87867.0	184.5673955510744	0.24	6	2	0	0	1	2	2	1	0	6	0
2020-03-03	11001	SK Berlin Mitte	11.0	Berlin				0.19	2	1	0	0	0	1	1	0	0	2	0
2020-03-05	11001	SK Berlin Mitte	11.0	Berlin				0.19	4	2	0	1	0	1	2	0	0	4	0
2020-03-08	11001	SK Berlin Mitte	11.0	Berlin				0.19	1	0	0	0	0	1	0	0	0	1	0
2020-03-10	11001	SK Berlin Mitte	11.0	Berlin				0.19	2	1	0	0	0	1	1	0	0	2	0
2020-03-11	11001	SK Berlin Mitte	11.0	Berlin				0.19	9	6	0	1	0	4	4	0	0	9	0
2020-03-12	11001	SK Berlin Mitte	11.0	Berlin				0.19	7	2	0	0	0	5	2	0	0	7	0
2020-03-13	11001	SK Berlin Mitte	11.0	Berlin				0.19	8	7	0	0	0	6	2	0	0	8	0
2020-03-14	11001	SK Berlin Mitte	11.0	Berlin				0.19	7	3	0	1	0	2	4	0	0	7	0
2020-03-15	11001	SK Berlin Mitte	11.0	Berlin				0.19	8	5	0	0	0	4	4	0	0	8	0
2020-03-16	11001	SK Berlin Mitte	11.0	Berlin				0.19	4	4	0	0	0	1	2	0	0	4	0
2020-03-17	11001	SK Berlin Mitte	11.0	Berlin				0.19	21	11	0	0	3	9	6	3	0	21	0
2020-03-18	11001	SK Berlin Mitte	11.0	Berlin				0.19	23	16	0	1	0	6	13	2	1	23	0
2020-03-19	11001	SK Berlin Mitte	11.0	Berlin				0.19	26	12	0	0	0	12	13	0	0	26	0
2020-03-20	11001	SK Berlin Mitte	11.0	Berlin				0.19	11	6	0	0	0	6	5	0	0	11	0
2020-03-04	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	2	0	0	0	0	2	0	0	0	2	0
2020-03-05	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	2	1	0	0	1	0	1	0	0	2	0
2020-03-08	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	1	0	0	0	0	1	0	0	0	1	0
2020-03-09	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	3	2	0	0	0	1	2	0	0	3	0
2020-03-10	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	4	2	0	0	0	3	1	0	0	4	0
2020-03-11	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	2	2	0	0	0	1	1	0	0	2	0
2020-03-13	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	10	7	0	0	0	3	7	0	0	10	0
2020-03-14	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	5	4	0	0	0	1	4	0	0	5	0
2020-03-15	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	1	1	0	0	0	1	0	0	0	1	0
2020-03-16	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	6	3	0	0	0	4	2	0	0	6	0
2020-03-17	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	6	2	0	0	0	1	5	0	0	6	0
2020-03-18	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	17	12	0	0	0	8	9	0	0	17	0
2020-03-19	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	21	13	0	0	0	10	10	1	0	21	0
2020-03-20	11002	SK Berlin Friedrichshain-Kreuzberg	11.0	Berlin				0.19	13	6	0	0	0	9	4	0	0	13	0
2020-03-04	11003	SK Berlin Pankow	11.0	Berlin				0.19	1	1	0	0	0	1	0	0	0	1	0
2020-03-05	11003	SK Berlin Pankow	11.0	Berlin				0.19	2	1	0	0	0	0	2	0	0	2	0
2020-03-06	11003	SK Berlin Pankow	11.0	Berlin				0.19	1	0	0	0	0	0	1	0	0	1	0
2020-03-09	11003	SK Berlin Pankow	11.0	Berlin				0.19	2	1	0	0	0	2	0	0	0	2	0
2020-03-10	11003	SK Berlin Pankow	11.0	Berlin				0.19	3	1	0	0	0	1	2	0	0	3	0
2020-03-11	11003	SK Berlin Pankow	11.0	Berlin				0.19	6	4	0	0	0	2	4	0	0	6	0
2020-03-12	11003	SK Berlin Pankow	11.0	Berlin				0.19	4	3	0	0	0	2	2	0	0	4	0
2020-03-13	11003	SK Berlin Pankow	11.0	Berlin				0.19	7	4	0	0	0	4	3	0	0	7	0
2020-03-16	11003	SK Berlin Pankow	11.0	Berlin				0.19	12	7	0	0	0	6	6	0	0	12	0
2020-03-17	11003	SK Berlin Pankow	11.0	Berlin				0.19	8	4	0	0	1	4	3	0	0	8	0
2020-03-18	11003	SK Berlin Pankow	11.0	Berlin				0.19	10	6	0	0	0	6	3	1	0	10	0
2020-03-19	11003	SK Berlin Pankow	11.0	Berlin				0.19	17	11	0	0	0	6	8	3	0	17	0
2020-03-20	11003	SK Berlin Pankow	11.0	Berlin				0.19	8	2	0	0	0	3	4	1	0	8	0
2020-03-06	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	2	1	0	0	0	0	2	0	0	2	0
2020-03-07	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	1	1	0	0	0	0	1	0	0	1	0
2020-03-08	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	7	5	0	0	0	6	1	0	0	7	0
2020-03-09	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	1	0	0	0	0	1	0	0	0	1	0
2020-03-10	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	6	2	0	0	0	3	3	0	0	6	0
2020-03-11	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	9	7	0	0	0	7	1	1	0	9	0
2020-03-12	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	10	5	0	1	0	3	3	3	0	10	0
2020-03-13	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	12	3	0	0	1	3	6	2	0	12	0
2020-03-14	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	2	2	0	0	0	1	1	0	0	2	0
2020-03-15	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	6	2	0	0	0	1	4	1	0	6	0
2020-03-16	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	7	5	0	0	0	0	5	2	0	7	0
2020-03-17	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	13	7	0	0	0	3	6	3	1	13	0
2020-03-18	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	16	11	0	1	0	4	7	4	0	16	0
2020-03-19	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	26	16	0	0	0	12	11	2	0	26	0
2020-03-20	11004	SK Berlin Charlottenburg-Wilmersdorf	11.0	Berlin				0.19	6	3	0	0	0	3	3	0	0	6	0
2020-03-08	11005	SK Berlin Spandau	11.0	Berlin				0.19	2	0	0	0	0	1	1	0	0	2	0
2020-03-09	11005	SK Berlin Spandau	11.0	Berlin				0.19	3	1	0	0	0	3	0	0	0	3	0
2020-03-10	11005	SK Berlin Spandau	11.0	Berlin				0.19	2	1	0	0	0	1	1	0	0	2	0
2020-03-11	11005	SK Berlin Spandau	11.0	Berlin				0.19	1	0	0	0	0	1	0	0	0	1	0
2020-03-13	11005	SK Berlin Spandau	11.0	Berlin				0.19	1	1	0	0	0	0	1	0	0	1	0
2020-03-14	11005	SK Berlin Spandau	11.0	Berlin				0.19	1	1	0	0	0	0	1	0	0	1	0
2020-03-15	11005	SK Berlin Spandau	11.0	Berlin				0.19	2	1	0	0	0	0	2	0	0	2	0
2020-03-18	11005	SK Berlin Spandau	11.0	Berlin				0.19	3	2	0	0	1	1	0	1	0	3	0
2020-03-19	11005	SK Berlin Spandau	11.0	Berlin				0.19	5	3	0	0	0	1	3	1	0	5	0
2020-03-20	11005	SK Berlin Spandau	11.0	Berlin				0.19	3	1	0	0	0	1	2	0	0	3	0
2020-03-09	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	2	1	0	0	0	1	1	0	0	2	0
2020-03-10	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	4	1	0	0	0	2	2	0	0	4	0
2020-03-11	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	8	4	0	0	1	2	3	2	0	8	0
2020-03-12	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	6	4	0	0	0	2	2	2	0	6	0
2020-03-13	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	5	4	0	0	1	0	3	1	0	5	0
2020-03-14	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	6	5	0	0	0	3	2	1	0	6	0
2020-03-15	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	3	1	0	0	0	0	2	1	0	3	0
2020-03-16	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	6	3	0	0	0	0	4	1	1	6	0
2020-03-17	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	7	1	0	0	0	3	4	0	0	7	0
2020-03-18	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	10	3	0	0	1	0	7	1	0	10	0
2020-03-19	11006	SK Berlin Steglitz-Zehlendorf	11.0	Berlin				0.19	13	7	0	0	0	3	6	4	0	13	0
2020-03-03	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	1	1	0	0	0	1	0	0	0	1	0
2020-03-05	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	1	0	0	0	0	1	0	0	0	1	0
2020-03-06	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	1	0	0	0	0	0	1	0	0	1	0
2020-03-09	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	3	3	0	0	0	2	1	0	0	3	0
2020-03-10	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	5	3	0	0	0	4	1	0	0	5	0
2020-03-11	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	1	1	0	0	0	1	0	0	0	1	0
2020-03-12	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	5	2	0	0	0	1	4	0	0	5	0
2020-03-13	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	7	5	0	0	0	5	2	0	0	7	0
2020-03-14	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	2	1	0	0	0	0	0	2	0	2	0
2020-03-15	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	1	0	0	0	0	0	1	0	0	1	0
2020-03-16	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	6	3	0	0	0	2	4	0	0	6	0
2020-03-17	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	11	8	0	0	0	5	6	0	0	11	0
2020-03-18	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	26	18	0	1	1	8	15	1	0	26	0
2020-03-19	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	15	10	0	0	1	5	9	0	0	15	0
2020-03-20	11007	SK Berlin Tempelhof-Schöneberg	11.0	Berlin				0.19	10	3	0	0	0	1	7	2	0	10	0
2020-03-03	11008	SK Berlin Neukölln	11.0	Berlin				0.19	1	1	0	0	0	0	0	1	0	1	0
2020-03-09	11008	SK Berlin Neukölln	11.0	Berlin				0.19	3	2	0	0	0	0	2	1	0	3	0
2020-03-10	11008	SK Berlin Neukölln	11.0	Berlin				0.19	1	0	0	0	0	0	1	0	0	1	0
2020-03-11	11008	SK Berlin Neukölln	11.0	Berlin				0.19	4	4	0	1	0	1	1	1	0	4	0
2020-03-12	11008	SK Berlin Neukölln	11.0	Berlin				0.19	7	2	0	0	0	2	2	2	1	7	0
2020-03-13	11008	SK Berlin Neukölln	11.0	Berlin				0.19	3	1	0	0	0	1	2	0	0	3	0
2020-03-14	11008	SK Berlin Neukölln	11.0	Berlin				0.19	1	1	0	1	0	0	0	0	0	1	0
2020-03-15	11008	SK Berlin Neukölln	11.0	Berlin				0.19	2	2	0	0	0	1	1	0	0	2	0
